ts,combined_mean,runtime_sec,runtime_min,n_val_folds,n_aro_folds,best_so_far,aro_acc_mean,aro_acc_std,aro_bal_acc_mean,aro_bal_acc_std,aro_f1_mean,aro_f1_std,aro_mcc_mean,aro_mcc_std,aro_precision_mean,aro_precision_std,aro_recall_mean,aro_recall_std,batch_size,bidirectional,dropout,epochs,fixed_T,left_out_val_frac,lr,opt_metric,patience,random_seed,recurrent_dropout,thresh,units,val_acc_mean,val_acc_std,val_bal_acc_mean,val_bal_acc_std,val_f1_mean,val_f1_std,val_mcc_mean,val_mcc_std,val_precision_mean,val_precision_std,val_recall_mean,val_recall_std,verbose
2026-03-05T15:52:57,0.467311507936508,607.6847484111786,10.12807914018631,4,4,1,0.5695970695970696,0.22546449614307837,0.45892857142857146,0.11921565521767513,0.6873575205640423,0.20280437462658196,-0.06327927657134305,0.3501395473460829,0.6327838827838828,0.20848192872782345,0.7928571428571429,0.20738901629939968,256,True,0.2,100,2500,0.5,0.001,bal_acc,20,42,0.0,2.5,128,0.41498778998779,0.1248920535570873,0.4756944444444445,0.09021097956087903,0.5137764196587726,0.13225234665585847,-0.10106534696150851,0.2714585399697221,0.48342282717282714,0.1946306791940037,0.7291666666666667,0.24562137755315827,2
2026-03-05T16:00:49,0.46693948412698416,471.7226791381836,7.86204465230306,4,4,0,0.5834859584859584,0.20474645736704108,0.44776785714285716,0.09468812091464769,0.7089798850574713,0.1932346142810896,-0.1503015228911643,0.24886108117948946,0.6309637730690363,0.20920050388831224,0.8330357142857143,0.14536580792003634,256,True,0.2,100,2500,0.5,0.001,bal_acc,20,42,0.1,2.5,128,0.3931623931623932,0.1546923498610946,0.4861111111111111,0.08505172717997148,0.4112237998647735,0.2775325273571026,-0.08143999324713572,0.2626773914049711,0.31036610448375157,0.23391370667731867,0.6666666666666666,0.39528470752104744,2
2026-03-05T16:18:25,0.48214285714285715,1056.3269367218018,17.605448945363364,4,4,1,0.6358363858363858,0.15974976602568927,0.5267857142857143,0.05717075211993615,0.7576815946381164,0.1276206553255144,0.10134483311173122,0.19514321190654754,0.6712454212454213,0.16551295325966334,0.9285714285714286,0.12371791482634838,256,True,0.2,100,2500,0.5,0.001,bal_acc,20,42,0.0,2.5,256,0.33684371184371187,0.17052669719754066,0.4375,0.10825317547305482,0.36533224400871456,0.2733036489605477,-0.1613743060919757,0.2795084971874737,0.28525641025641024,0.24566842494801108,0.5833333333333334,0.3818813079129867,2
